off_class,confidence,PMID,Journal
a_program,1,20465224,Anal Chem
a_program,1,19839595,Anal Chem
a_program,0.7222,19358599,Anal Chem
a_program,1,21401061,Anal Chem
a_program,1,16944896,Anal Chem
a_program,1,24397582,Anal Chem
a_program,0.6612,21174458,Anal Chem
a_program,0.4221,23829391,Anal Chem
a_program,1,16478086,Anal Chem
a_program,1,19505090,Anal Chem
a_program,0.6401,24147600,Anal Chem
a_program,0.563,10565287,Anal Chem
a_program,1,23350948,Anal Chem
a_program,0.6105,23373753,Anal Chem
a_program,1,22111688,Anal Chem
a_program,1,19178340,Anal Chem
a_program,0.6522,24498896,Anal Chem
a_program,1,25263576,Anal Chem
a_program,1,24856452,Anal Chem
a_program,1,23510108,Anal Chem
a_program,1,24494671,Anal Chem
a_program,1,15117182,Anal Chem
a_program,0.6937,25333600,Anal Chem
a_program,0.7048,24087878,Anal Chem
a_program,1,24766305,Anal Chem
a_program,1,25010114,Anal Chem
a_program,1,25803548,Anal Chem
a_program,1,24635831,Anal Chem
a_database,1,18837516,Anal Chem
a_database,1,25160088,Anal Chem
a_database,1,25166490,Anal Chem
a_database,1,25157598,Anal Chem
a_database,0.6491,21591763,Anal Chem
a_database,1,22379947,Anal Chem
a_program,1,19427452,Anal Chim Acta
a_program,0.6583,19286051,Anal Chim Acta
a_program,0.6796,22840646,Anal Chim Acta
a_program,0.6639,25682424,Anal Chim Acta
a_program,0.7301,20493291,Anal Chim Acta
a_database,1,19154819,Anal Chim Acta
a_program,0.6668,9569970,Anal Quant Cytol Histol
other,0.7128,11763077,Analyst
other,0.6583,23529371,Analyst
a_program,0.5928,9463946,Analyst
a_program,1,20419267,Analyst
a_program,1,21687870,Analyst
a_program,1,23778299,Analyst
a_database,1,19562197,Analyst
a_database,0.7179,10435272,Analyst
other,0.6639,17253330,Anasthesiol Intensivmed Notfallmed Schmerzther
other,1,20091473,Anasthesiol Intensivmed Notfallmed Schmerzther
other,0.6522,12101510,Anasthesiol Intensivmed Notfallmed Schmerzther
other,0.7041,10352808,Anasthesiol Intensivmed Notfallmed Schmerzther
other,1,19115187,Anasthesiol Intensivmed Notfallmed Schmerzther
other,1,19750441,Anasthesiol Intensivmed Notfallmed Schmerzther
a_database,1,11720236,Anat Embryol (Berl)
other,0.6987,11753916,Anat Rec
a_program,1,12209556,Anat Rec
other,0.5658,25998650,Anat Rec (Hoboken)
other,1,23044516,Anat Rec (Hoboken)
a_program,1,18228585,Anat Rec (Hoboken)
a_program,0.6841,23713007,Anat Rec (Hoboken)
other,0.6636,12526062,Anat Rec B New Anat
other,0.6531,14750190,Anat Rec B New Anat
a_program,0.6454,12731075,Anat Rec B New Anat
a_program,0.4153,12833272,Anat Rec B New Anat
a_program,1,15278936,Anat Rec B New Anat
other,1,12761003,Anesth Analg
other,1,25313967,Anesth Analg
a_program,0.6883,22392968,Anesth Analg
a_program,0.6635,25790212,Anesth Analg
a_database,0.6658,16931675,Anesth Analg
other,1,11892505,Anesthesiol Clin North America
other,1,12491402,Angew Chem Int Ed Engl
other,1,18024933,Angiology
other,1,16327944,Angiology
a_database,0.629,20578873,Angle Orthod
a_database,0.664,12517075,Anim Biotechnol
other,1,14687069,Anim Genet
other,0.7043,19515086,Anim Genet
other,1,18261187,Anim Genet
other,1,16879358,Anim Genet
other,0.5835,17559553,Anim Genet
a_program,0.675,18410475,Anim Genet
a_program,0.6733,25183434,Anim Genet
a_program,1,21906109,Anim Genet
a_program,1,24444135,Anim Genet
a_program,1,24835488,Anim Genet
a_database,1,12873212,Anim Genet
a_program,1,20591214,Anim Health Res Rev
a_program,0.5784,22515686,Anim Sci J
other,1,22436153,Animal
other,1,25359324,Animal
other,1,19904461,Ann Acad Med Singapore
other,1,22727160,Ann Allergy Asthma Immunol
other,1,24673691,Ann Am Thorac Soc
other,1,24298907,Ann Am Thorac Soc
other,1,12056755,Ann Anat
other,1,16700641,Ann Behav Med
a_program,1,15454353,Ann Behav Med
other,0.7397,18039614,Ann Biol Clin (Paris)
other,1,24342793,Ann Biol Clin (Paris)
a_program,1,17458699,Ann Biomed Eng
a_program,1,12086007,Ann Biomed Eng
a_program,0.7372,18299994,Ann Biomed Eng
a_program,0.6521,16078622,Ann Biomed Eng
a_program,1,19957039,Ann Biomed Eng
a_program,0.3968,25549775,Ann Biomed Eng
other,0.6886,15596468,Ann Bot
other,1,15905300,Ann Bot
other,0.7064,21813565,Ann Bot
a_program,1,12324272,Ann Bot
a_database,0.7738,15596457,Ann Bot
a_database,1,21257716,Ann Bot
other,0.6552,25840732,Ann Chir Plast Esthet
other,1,15949151,Ann Clin Biochem
a_database,0.4252,17270089,Ann Clin Biochem
a_database,1,9547898,Ann Clin Biochem
other,0.6374,24247797,Ann Clin Lab Sci
other,0.5829,25179208,Ann Clin Microbiol Antimicrob
other,0.6583,20110064,Ann Dermatol Venereol
other,1,21095500,Ann Dermatol Venereol
a_program,0.4271,23769601,Ann Diagn Pathol
other,0.5803,19027496,Ann Emerg Med
other,1,18387707,Ann Emerg Med
other,1,17719134,Ann Emerg Med
a_program,1,12712031,Ann Emerg Med
a_program,0.7705,20605260,Ann Emerg Med
a_program,1,18986730,Ann Emerg Med
a_program,0.604,15335127,Ann Fam Med
other,1,11200761,Ann Fr Anesth Reanim
other,1,15792575,Ann Fr Anesth Reanim
other,1,18835685,Ann Fr Anesth Reanim
other,1,25069650,Ann Hematol
other,1,18753989,Ann Hepatol
other,0.4063,12014998,Ann Hum Genet
other,1,9250350,Ann Hum Genet
other,0.6983,17032289,Ann Hum Genet
other,1,8579331,Ann Hum Genet
other,0.6556,10738523,Ann Hum Genet
other,1,10088034,Ann Hum Genet
other,0.7256,21668910,Ann Hum Genet
other,1,19573206,Ann Hum Genet
other,0.6612,18702637,Ann Hum Genet
other,1,9024576,Ann Hum Genet
a_program,1,23278391,Ann Hum Genet
a_program,0.727,12914572,Ann Hum Genet
a_program,1,17346256,Ann Hum Genet
a_program,1,16626334,Ann Hum Genet
a_program,0.4093,21972962,Ann Hum Genet
a_database,1,18325082,Ann Hum Genet
other,1,15589999,Ann ICRP
other,0.6655,25486693,Ann Ig
other,0.6667,23193894,Ann Ig
other,1,22755499,Ann Ig
other,1,11304107,Ann Intern Med
other,1,15809461,Ann Intern Med
other,1,11790071,Ann Intern Med
other,1,25560714,Ann Intern Med
other,1,19258550,Ann Intern Med
other,1,17200215,Ann Intern Med
other,1,22665823,Ann Intern Med
other,1,25178582,Ann Intern Med
other,1,25089871,Ann Intern Med
no_URL,0.4082,10627259,Ann Intern Med
a_program,0.4424,12118971,Ann Intern Med
a_program,0.6612,17938389,Ann Intern Med
a_program,1,11033590,Ann Intern Med
a_program,0.5867,23165689,Ann Intern Med
other,1,10645649,Ann Ist Super Sanita
a_program,0.6142,18469377,Ann Ist Super Sanita
a_program,1,18469375,Ann Ist Super Sanita
a_database,0.6945,18469378,Ann Ist Super Sanita
other,1,23209995,Ann Med Health Sci Res
other,1,24669335,Ann Med Health Sci Res
a_program,0.408,25413662,Ann Nutr Metab
other,1,10911904,Ann NY Acad Sci
other,1,20536455,Ann NY Acad Sci
other,1,17495252,Ann NY Acad Sci
other,1,18056050,Ann NY Acad Sci
other,0.6549,19120164,Ann NY Acad Sci
other,0.7322,17135562,Ann NY Acad Sci
a_program,0.6875,12079855,Ann NY Acad Sci
a_program,1,15313784,Ann NY Acad Sci
a_program,1,12582074,Ann NY Acad Sci
a_program,1,19348638,Ann NY Acad Sci
a_program,0.6757,20633145,Ann NY Acad Sci
a_database,1,17925354,Ann NY Acad Sci
a_program,1,22267129,Ann Occup Hyg
a_database,1,16984948,Ann Occup Hyg
other,0.6466,20139156,Ann Oncol
other,1,15280182,Ann Oncol
other,1,22039147,Ann Oncol
a_program,0.5803,18048382,Ann Oncol
a_program,0.6542,14684504,Ann Oncol
a_database,0.5707,16157625,Ann Oncol
other,0.6491,24835243,Ann Otol Rhinol Laryngol
a_database,1,25165759,Ann Parasitol
other,0.6916,21601110,Ann Pathol
other,1,9090944,Ann Pathol
other,1,25499859,Ann Pathol
a_program,0.6486,23790654,Ann Pathol
a_program,0.672,25934531,Ann Pharm Fr
other,1,20118143,Ann Pharmacother
other,1,20442349,Ann Pharmacother
other,0.6606,22811343,Ann Pharmacother
a_program,1,17911206,Ann Pharmacother
a_database,0.6394,18056833,Ann Pharmacother
other,0.6587,23945534,Ann Plast Surg
a_program,0.4162,24691332,Ann Plast Surg
other,1,22943222,Ann R Coll Surg Engl
no_URL,0.6903,18831866,Ann R Coll Surg Engl
a_program,1,16551425,Ann R Coll Surg Engl
a_program,0.6667,20353637,Ann R Coll Surg Engl
a_database,0.6612,23131230,Ann R Coll Surg Engl
other,1,23960093,Ann Rheum Dis
other,0.6638,12759296,Ann Rheum Dis
other,1,17329310,Ann Rheum Dis
other,1,15897312,Ann Rheum Dis
other,1,15760930,Ann Rheum Dis
other,1,23962457,Ann Rheum Dis
other,1,23470576,Ann Surg
other,1,18791357,Ann Surg
other,0.3947,23728278,Ann Surg
other,0.4252,22395997,Ann Surg Oncol
other,1,25047474,Ann Surg Oncol
a_program,0.652,20379784,Ann Surg Oncol
other,1,17888952,Ann Thorac Surg
other,1,25333009,Ann Transl Med
other,1,19644161,Ann Transplant
other,1,24468424,Ann Vasc Surg
a_program,1,16779511,Ann Vasc Surg
a_program,0.6623,21568711,Annu Rev Biomed Eng
other,1,23725471,Annu Rev Phytopathol
other,1,12820363,Anticancer Res
a_program,0.5888,20592353,Anticancer Res
a_program,1,22399642,Anticancer Res
other,0.6473,14506021,Antimicrob Agents Chemother
other,0.4076,17517841,Antimicrob Agents Chemother
other,1,24100494,Antimicrob Agents Chemother
a_program,1,12019072,Antimicrob Agents Chemother
a_database,1,23650175,Antimicrob Agents Chemother
a_database,1,22547615,Antimicrob Agents Chemother
a_database,1,20876378,Antimicrob Agents Chemother
a_program,0.5781,22098370,Antioxid Redox Signal
other,0.652,16312182,Antivir Ther
a_program,1,17302247,Antivir Ther
a_program,1,17503659,Antivir Ther
other,1,18295355,Antiviral Res
other,1,20156486,Antiviral Res
other,0.7232,19665485,Antiviral Res
other,1,18571246,Antiviral Res
other,0.5687,18675849,Antiviral Res
other,1,18083241,Antiviral Res
a_database,0.6905,20875460,Antiviral Res
other,0.6936,12369189,Antonie Van Leeuwenhoek
other,1,11386346,Antonie Van Leeuwenhoek
a_program,1,21674231,Antonie Van Leeuwenhoek
a_program,1,15702383,Antonie Van Leeuwenhoek
a_database,0.6757,15028869,Antonie Van Leeuwenhoek
a_database,1,16902755,Antonie Van Leeuwenhoek
a_database,0.7248,20945092,Antonie Van Leeuwenhoek
other,1,12463090,AORN J
a_database,0.6583,24406850,Appetite
other,1,15702958,Appl Bioinformatics
other,0.6579,16000010,Appl Bioinformatics
a_program,1,16922601,Appl Bioinformatics
a_program,0.6714,16309346,Appl Bioinformatics
a_program,1,16722777,Appl Bioinformatics
a_program,1,16128615,Appl Bioinformatics
a_program,0.5889,17140267,Appl Bioinformatics
a_program,1,16722779,Appl Bioinformatics
a_program,1,15130816,Appl Bioinformatics
a_program,0.6796,16922600,Appl Bioinformatics
a_program,1,15702956,Appl Bioinformatics
a_program,1,16722778,Appl Bioinformatics
a_program,1,16722774,Appl Bioinformatics
a_program,1,16539536,Appl Bioinformatics
a_program,1,16128614,Appl Bioinformatics
a_program,0.6612,15130791,Appl Bioinformatics
a_program,0.5504,16539538,Appl Bioinformatics
a_program,1,16922599,Appl Bioinformatics
a_program,1,15693744,Appl Bioinformatics
a_program,1,16539537,Appl Bioinformatics
a_program,0.6609,17140269,Appl Bioinformatics
a_program,1,15693740,Appl Bioinformatics
a_program,1,16128618,Appl Bioinformatics
a_program,0.6774,16000009,Appl Bioinformatics
a_program,1,15693735,Appl Bioinformatics
a_program,1,16539540,Appl Bioinformatics
a_program,0.6115,16128616,Appl Bioinformatics
a_program,0.6198,15693742,Appl Bioinformatics
a_program,0.6496,16128619,Appl Bioinformatics
a_program,1,15693743,Appl Bioinformatics
a_database,1,16722775,Appl Bioinformatics
a_database,0.5739,16309345,Appl Bioinformatics
a_database,0.7353,16128617,Appl Bioinformatics
a_database,1,15702957,Appl Bioinformatics
a_database,1,15702954,Appl Bioinformatics
a_database,1,16722776,Appl Bioinformatics
a_program,0.6746,23620720,Appl Clin Inform
other,1,16936055,Appl Environ Microb
other,0.4312,16269766,Appl Environ Microb
other,0.6961,20418441,Appl Environ Microb
other,1,17483280,Appl Environ Microb
other,0.5949,16269725,Appl Environ Microb
a_program,1,10919828,Appl Environ Microb
a_program,1,9172353,Appl Environ Microb
a_program,0.6678,15240327,Appl Environ Microb
a_program,0.6636,16332745,Appl Environ Microb
a_program,1,22101057,Appl Environ Microb
a_program,1,24096415,Appl Environ Microb
a_program,0.7002,21148691,Appl Environ Microb
a_program,0.7057,20581189,Appl Environ Microb
a_program,1,24561587,Appl Environ Microb
a_database,0.7311,16820507,Appl Environ Microb
a_database,1,16963549,Appl Environ Microb
a_database,1,17827333,Appl Environ Microb
a_database,1,21642403,Appl Environ Microb
a_database,1,22522686,Appl Environ Microb
a_database,0.6639,15240265,Appl Environ Microb
a_database,1,24079651,Appl Ergon
other,0.6671,19363444,Appl Immunohistochem Mol Morphol
other,1,12898060,Appl Microbiol Biotechnol
other,0.6588,22398859,Appl Microbiol Biotechnol
other,1,25773973,Appl Microbiol Biotechnol
a_program,1,16933134,Appl Microbiol Biotechnol
a_database,1,15221230,Appl Microbiol Biotechnol
a_database,1,15599519,Appl Microbiol Biotechnol
a_database,0.6694,23988671,Appl Nurs Res
other,1,12463241,Appl Optics
other,0.7473,18758532,Appl Optics
other,1,18449285,Appl Optics
other,1,21946992,Appl Optics
a_program,0.6511,19023391,Appl Optics
a_program,1,18286107,Appl Optics
a_program,0.7365,18337981,Appl Optics
a_program,0.6961,18830313,Appl Optics
a_program,0.7213,16007860,Appl Optics
a_program,0.6909,23089793,Appl Optics
no_URL,1,24552389,Appl Physiol Nutr Metab
a_program,1,24552393,Appl Physiol Nutr Metab
other,0.5908,25202588,Appl Plant Sci
a_program,1,25995974,Appl Plant Sci
other,0.6539,20385501,Appl Radiat Isot
a_program,1,20030982,Appl Spectrosc
other,1,18179830,Aquat Toxicol
other,1,25700118,Aquat Toxicol
other,0.7012,17662477,Aquat Toxicol
other,1,21718657,Aquat Toxicol
a_database,0.6668,22265607,Aquat Toxicol
other,0.4094,22303239,Arabidopsis Book
other,0.7291,22303259,Arabidopsis Book
a_database,1,17393718,Arb Paul Ehrlich Inst Bundesamt Sera Impfstoffe Fr
other,1,21300214,Arch Bronconeumol
a_program,0.6041,18448309,Arch Clin Neuropsychol
a_program,1,17497162,Arch Dermatol Res
other,0.6607,22039183,Arch Dis Child
other,1,16632671,Arch Dis Child
other,1,22053067,Arch Dis Child
a_program,0.4121,22053062,Arch Dis Child
a_program,0.675,21666246,Arch Dis Child
a_database,0.6186,21131641,Arch Dis Child
other,1,15657800,Arch Environ Contam Toxicol
other,1,15259435,Arch Environ Health
other,1,10802914,Arch Esp Urol
other,1,12224158,Arch Esp Urol
other,1,25306985,Arch Esp Urol
other,1,18606951,Arch Gen Psychiatry
other,0.7417,24485546,Arch Gerontol Geriatr
other,0.7048,21431846,Arch Gynecol Obstet
other,0.6374,21120512,Arch Gynecol Obstet
a_program,1,19219530,Arch Immunol Ther Exp (Warsz)
a_program,0.7107,18268174,Arch Intern Med
a_program,1,20975013,Arch Intern Med
other,0.7103,20593713,Arch Ital Urol Androl
other,0.6492,16910298,Arch Kriminol
other,0.6583,12942866,Arch Latinoam Nutr
a_database,1,17249492,Arch Latinoam Nutr
other,0.691,9404428,Arch Mal Coeur Vaiss
a_database,1,22390128,Arch Med Sadowej Kryminol
other,1,15551059,Arch Microbiol
a_program,0.7434,16311759,Arch Microbiol
other,1,19364934,Arch Neurol
other,1,23395672,Arch Oral Biol
other,1,17372079,Arch Otolaryngol Head Neck Surg
other,0.6552,14987146,Arch Pathol Lab Med
a_program,1,23991743,Arch Pathol Lab Med
a_database,0.5547,8718907,Arch Pathol Lab Med
other,1,22480464,Arch Pediatr
other,0.7013,19036567,Arch Pediatr
other,1,19195854,Arch Pediatr
other,1,22480463,Arch Pediatr
other,1,17370389,Arch Pediatr
other,0.7309,11434848,Arch Pediatr Adolesc Med
other,1,11732959,Arch Pediatr Adolesc Med
other,1,19641880,Arch Pharm Res
other,1,11346857,Arch Phys Med Rehabil
a_program,0.6786,23872079,Arch Phys Med Rehabil
other,1,23705958,Arch Physiol Biochem
other,1,23540518,Arch Psychiatr Nurs
other,1,22958544,Arch Public Health
other,1,16179335,Arch Suicide Res
a_program,1,16983037,Arch Surg
other,0.6827,25399406,Arch Toxicol
other,0.4216,25270621,Arch Toxicol
other,0.6828,23052193,Arch Toxicol
other,0.7281,25618544,Arch Toxicol
a_program,1,14689279,Arch Virol
a_program,0.403,22160653,Arch Virol
a_program,1,25119676,Arch Virol
a_database,1,25708839,Arch Virol
a_program,1,16877320,Archaea
a_database,0.5808,16877322,Archaea
other,0.6959,19936460,Arq Bras Cardiol
other,1,22378335,Arq Bras Cardiol
other,1,18506269,Arq Bras Endocrinol Metabol
other,1,18157310,Arq Bras Oftalmol
other,1,23175203,Arq Neuropsiquiatr
other,1,20554951,Arterioscler Thromb Vasc Biol
a_database,0.6964,20110575,Arterioscler Thromb Vasc Biol
other,0.6552,21452271,Arthritis Care Res (Hoboken)
other,1,24339373,Arthritis Care Res (Hoboken)
a_program,1,15899035,Arthritis Res Ther
other,1,10211873,Arthritis Rheum
other,1,21162114,Arthritis Rheum
a_program,0.6667,24782338,Arthritis Rheumatol
other,0.5767,25842226,Arthroscopy
other,0.7291,12027231,Artif Cells Blood Substit Immobil Biotechnol
other,1,17090431,Artif Cells Blood Substit Immobil Biotechnol
other,1,23273493,Artif Intell Med
other,1,24680097,Artif Intell Med
a_program,1,20399081,Artif Intell Med
a_program,0.6094,20006477,Artif Intell Med
a_program,1,25704113,Artif Intell Med
other,1,22607158,Artif Organs
other,1,23086580,Arzneimittelforschung
other,0.7407,22933049,Arzneimittelforschung
other,1,19861890,ASAIO J
other,0.6656,17392068,Asia Pac J Clin Nutr
other,0.7064,17215191,Asia Pac J Clin Nutr
other,0.6364,17392129,Asia Pac J Clin Nutr
other,1,19625324,Asia Pac J Public Health
other,1,23858513,Asia Pac J Public Health
other,0.6846,12109242,Asia Pac J Public Health
other,0.7223,12348100,Asia Pac Popul J
other,0.6879,20364154,Asian J Androl
a_database,1,17589790,Asian J Androl
a_program,0.661,25042956,Asian J Psychiatr
other,1,25339027,Asian Pac J Cancer Prev
a_program,1,21133624,Asian Pac J Cancer Prev
other,1,25049509,Asian-Australas J Anim Sci
a_database,1,25178365,Asian-Australas J Anim Sci
a_database,1,25178289,Asian-Australas J Anim Sci
a_program,1,19187010,Assay Drug Dev Technol
a_program,0.6801,20230301,Assay Drug Dev Technol
a_database,1,22149888,Assay Drug Dev Technol
a_database,0.5726,23772554,Assay Drug Dev Technol
other,0.7192,20050501,Assist Inferm Ric
other,1,17407403,Astrobiology
a_program,1,12448977,Astrobiology
a_program,1,24359289,Astrobiology
other,1,17173799,Aten Primaria
other,0.7248,23159792,Aten Primaria
other,0.6557,11137106,Atherosclerosis
a_program,0.6944,19963217,Atherosclerosis
a_database,1,15262183,Atherosclerosis
other,1,20045883,Atten Percept Psychophys
other,0.6776,16103642,Audiol Neurootol
other,1,10188406,Aust Crit Care
other,1,12772373,Aust Fam Physician
other,1,24160566,Aust Health Rev
other,1,16448373,Aust Health Rev
other,0.6762,17973609,Aust Health Rev
other,0.5859,18471188,Aust J Rural Health
other,1,23297367,Aust N Z J Psychiatry
other,1,16496796,Aust Nurs J
other,1,24299477,Aust Occup Ther J
other,1,15084055,Aust Vet J
other,1,17615036,Aust Vet J
a_program,1,21605094,Australas J Dermatol
a_database,0.6108,23115585,Australas Med J
a_program,0.6814,17682397,Australas Phys Eng Sci Med
a_program,1,25412885,Australas Phys Eng Sci Med
